user_id,category,suggested_amount,actual_amount,month
21,Food,120.15,0,2024-10
21,Travel,96.12,0,2024-10
21,Leisure,144.19,0,2024-10
21,Education,48.06,0,2024-10
21,Other,72.09,0,2024-10
21,Food,120.15,0,2024-11
21,Travel,96.12,0,2024-11
21,Leisure,144.19,0,2024-11
21,Education,48.06,0,2024-11
21,Other,72.09,0,2024-11
21,Food,120.15,0,2024-12
21,Travel,96.12,0,2024-12
21,Leisure,144.19,0,2024-12
21,Education,48.06,0,2024-12
21,Other,72.09,0,2024-12
21,Food,120.15,0,2025-01
21,Travel,96.12,0,2025-01
21,Leisure,144.19,0,2025-01
21,Education,48.06,0,2025-01
21,Other,72.09,0,2025-01
22,Food,97.96,0,2024-08
22,Travel,78.37,0,2024-08
22,Leisure,117.56,0,2024-08
22,Education,39.19,0,2024-08
22,Other,58.78,0,2024-08
22,Food,97.96,0,2024-09
22,Travel,78.37,0,2024-09
22,Leisure,117.56,0,2024-09
22,Education,39.19,0,2024-09
22,Other,58.78,0,2024-09
22,Food,97.96,0,2024-10
22,Travel,78.37,0,2024-10
22,Leisure,117.56,0,2024-10
22,Education,39.19,0,2024-10
22,Other,58.78,0,2024-10
22,Food,97.96,0,2024-11
22,Travel,78.37,0,2024-11
22,Leisure,117.56,0,2024-11
22,Education,39.19,0,2024-11
22,Other,58.78,0,2024-11
22,Food,97.96,0,2024-12
22,Travel,78.37,0,2024-12
22,Leisure,117.56,0,2024-12
22,Education,39.19,0,2024-12
22,Other,58.78,0,2024-12
22,Food,97.96,0,2025-01
22,Travel,78.37,0,2025-01
22,Leisure,117.56,0,2025-01
22,Education,39.19,0,2025-01
22,Other,58.78,0,2025-01
23,Food,1029.66,0,2024-08
23,Travel,823.73,0,2024-08
23,Leisure,1235.6,0,2024-08
23,Education,411.87,0,2024-08
23,Other,617.8,0,2024-08
23,Food,1029.66,0,2024-09
23,Travel,823.73,0,2024-09
23,Leisure,1235.6,0,2024-09
23,Education,411.87,0,2024-09
23,Other,617.8,0,2024-09
23,Food,1029.66,0,2024-10
23,Travel,823.73,0,2024-10
23,Leisure,1235.6,0,2024-10
23,Education,411.87,0,2024-10
23,Other,617.8,0,2024-10
23,Food,1029.66,0,2024-11
23,Travel,823.73,0,2024-11
23,Leisure,1235.6,0,2024-11
23,Education,411.87,0,2024-11
23,Other,617.8,0,2024-11
23,Food,1029.66,0,2024-12
23,Travel,823.73,0,2024-12
23,Leisure,1235.6,0,2024-12
23,Education,411.87,0,2024-12
23,Other,617.8,0,2024-12
23,Food,1029.66,0,2025-01
23,Travel,823.73,0,2025-01
23,Leisure,1235.6,0,2025-01
23,Education,411.87,0,2025-01
23,Other,617.8,0,2025-01
24,Food,1386.58,0,2024-08
24,Travel,1109.26,0,2024-08
24,Leisure,1663.9,0,2024-08
24,Education,554.63,0,2024-08
24,Other,831.95,0,2024-08
24,Food,1386.58,0,2024-09
24,Travel,1109.26,0,2024-09
24,Leisure,1663.9,0,2024-09
24,Education,554.63,0,2024-09
24,Other,831.95,0,2024-09
24,Food,1386.58,0,2024-10
24,Travel,1109.26,0,2024-10
24,Leisure,1663.9,0,2024-10
24,Education,554.63,0,2024-10
24,Other,831.95,0,2024-10
24,Food,1386.58,0,2024-11
24,Travel,1109.26,0,2024-11
24,Leisure,1663.9,0,2024-11
24,Education,554.63,0,2024-11
24,Other,831.95,0,2024-11
24,Food,1386.58,0,2024-12
24,Travel,1109.26,0,2024-12
24,Leisure,1663.9,0,2024-12
24,Education,554.63,0,2024-12
24,Other,831.95,0,2024-12
24,Food,1386.58,0,2025-01
24,Travel,1109.26,0,2025-01
24,Leisure,1663.9,0,2025-01
24,Education,554.63,0,2025-01
24,Other,831.95,0,2025-01
25,Food,213.22,0,2024-08
25,Travel,170.58,0,2024-08
25,Leisure,255.86,0,2024-08
25,Education,85.29,0,2024-08
25,Other,127.93,0,2024-08
25,Food,213.22,0,2024-09
25,Travel,170.58,0,2024-09
25,Leisure,255.86,0,2024-09
25,Education,85.29,0,2024-09
25,Other,127.93,0,2024-09
25,Food,213.22,0,2024-10
25,Travel,170.58,0,2024-10
25,Leisure,255.86,0,2024-10
25,Education,85.29,0,2024-10
25,Other,127.93,0,2024-10
25,Food,213.22,0,2024-11
25,Travel,170.58,0,2024-11
25,Leisure,255.86,0,2024-11
25,Education,85.29,0,2024-11
25,Other,127.93,0,2024-11
25,Food,213.22,0,2024-12
25,Travel,170.58,0,2024-12
25,Leisure,255.86,0,2024-12
25,Education,85.29,0,2024-12
25,Other,127.93,0,2024-12
25,Food,213.22,0,2025-01
25,Travel,170.58,0,2025-01
25,Leisure,255.86,0,2025-01
25,Education,85.29,0,2025-01
25,Other,127.93,0,2025-01
26,Food,900.11,0,2024-08
26,Travel,720.09,0,2024-08
26,Leisure,1080.13,0,2024-08
26,Education,360.04,0,2024-08
26,Other,540.07,0,2024-08
26,Food,900.11,0,2024-09
26,Travel,720.09,0,2024-09
26,Leisure,1080.13,0,2024-09
26,Education,360.04,0,2024-09
26,Other,540.07,0,2024-09
26,Food,900.11,0,2024-10
26,Travel,720.09,0,2024-10
26,Leisure,1080.13,0,2024-10
26,Education,360.04,0,2024-10
26,Other,540.07,0,2024-10
26,Food,900.11,0,2024-11
26,Travel,720.09,0,2024-11
26,Leisure,1080.13,0,2024-11
26,Education,360.04,0,2024-11
26,Other,540.07,0,2024-11
26,Food,900.11,0,2024-12
26,Travel,720.09,0,2024-12
26,Leisure,1080.13,0,2024-12
26,Education,360.04,0,2024-12
26,Other,540.07,0,2024-12
26,Food,900.11,0,2025-01
26,Travel,720.09,0,2025-01
26,Leisure,1080.13,0,2025-01
26,Education,360.04,0,2025-01
26,Other,540.07,0,2025-01
27,Food,437.21,0,2024-08
27,Travel,349.77,0,2024-08
27,Leisure,524.65,0,2024-08
27,Education,174.88,0,2024-08
27,Other,262.33,0,2024-08
27,Food,437.21,0,2024-09
27,Travel,349.77,0,2024-09
27,Leisure,524.65,0,2024-09
27,Education,174.88,0,2024-09
27,Other,262.33,0,2024-09
27,Food,437.21,0,2024-10
27,Travel,349.77,0,2024-10
27,Leisure,524.65,0,2024-10
27,Education,174.88,0,2024-10
27,Other,262.33,0,2024-10
27,Food,437.21,0,2024-11
27,Travel,349.77,0,2024-11
27,Leisure,524.65,0,2024-11
27,Education,174.88,0,2024-11
27,Other,262.33,0,2024-11
27,Food,437.21,0,2024-12
27,Travel,349.77,0,2024-12
27,Leisure,524.65,0,2024-12
27,Education,174.88,0,2024-12
27,Other,262.33,0,2024-12
27,Food,437.21,0,2025-01
27,Travel,349.77,0,2025-01
27,Leisure,524.65,0,2025-01
27,Education,174.88,0,2025-01
27,Other,262.33,0,2025-01
28,Food,81.59,0,2024-08
28,Travel,65.28,0,2024-08
28,Leisure,97.91,0,2024-08
28,Education,32.64,0,2024-08
28,Other,48.96,0,2024-08
28,Food,81.59,0,2024-09
28,Travel,65.28,0,2024-09
28,Leisure,97.91,0,2024-09
28,Education,32.64,0,2024-09
28,Other,48.96,0,2024-09
28,Food,81.59,0,2024-10
28,Travel,65.28,0,2024-10
28,Leisure,97.91,0,2024-10
28,Education,32.64,0,2024-10
28,Other,48.96,0,2024-10
28,Food,81.59,0,2024-11
28,Travel,65.28,0,2024-11
28,Leisure,97.91,0,2024-11
28,Education,32.64,0,2024-11
28,Other,48.96,0,2024-11
28,Food,81.59,0,2024-12
28,Travel,65.28,0,2024-12
