user_id,month,persona,total_spend,total_income,txn_count,avg_txn,max_txn,std_txn,pct_food,pct_travel,pct_leisure,pct_education,pct_other,weekend_ratio,happy_spend_avg,happy_txn_count,sad_spend_avg,sad_txn_count,stressed_spend_avg,stressed_txn_count,neutral_spend_avg,neutral_txn_count,excited_spend_avg,excited_txn_count,dominant_mood,adherence_food,adherence_travel,adherence_leisure,adherence_education,adherence_other,overspent_any_category,overspent_food,overspent_travel,overspent_leisure,overspent_education,overspent_other,sub_count,sub_total_cost,inactive_ratio,spending_trend,debt_to_income_ratio,credit_score,savings_to_income_ratio
2,2025-01,IMPULSIVE_SPENDER,3071.51,3893.78,41,74.91,523.52,103.89,0.3174,0.1158,0.3391,0.1046,0.1231,0.0988,62.89,8,57.56,5,101.03,15,62.26,8,53.4,5,Stressed,1.211,0.8835,1.2941,1.1975,0.9394,1,1,0,1,1,0,2,39.99,0.0,23.14,0.0,450,8.15
3,2024-08,IMPULSIVE_SPENDER,2926.24,3528.7,19,154.01,432.68,130.44,0.3186,0.1529,0.3084,0.1045,0.1156,0.2527,162.35,4,153.99,2,96.16,9,332.48,2,219.23,2,Stressed,1.217,1.1681,1.178,1.1971,0.8833,1,1,1,1,1,0,3,30.97,0.0,-90.23,0.45,321,1.85
3,2024-09,IMPULSIVE_SPENDER,2414.16,3528.7,22,109.73,332.7,105.88,0.2863,0.1965,0.3587,0.0,0.1585,0.3314,69.74,3,89.01,4,137.09,10,164.27,2,49.83,3,Stressed,0.9021,1.2384,1.1305,0.0,0.9989,1,0,1,1,0,0,3,30.97,0.0,-90.23,0.45,321,1.85
3,2024-10,IMPULSIVE_SPENDER,2811.56,3528.7,20,140.58,430.0,131.98,0.2697,0.1357,0.3211,0.1033,0.1702,0.1814,83.7,4,123.54,2,157.75,5,184.89,5,129.12,4,Neutral,0.9899,0.9963,1.1783,1.1369,1.2493,1,0,0,1,1,1,3,30.97,0.0,-90.23,0.45,321,1.85
3,2024-11,IMPULSIVE_SPENDER,2794.4,3528.7,25,111.78,430.21,114.71,0.2478,0.1605,0.3269,0.1008,0.1641,0.7114,124.11,5,86.57,5,103.57,11,113.33,3,261.71,1,Stressed,0.9038,1.1709,1.1924,1.1026,1.1969,1,0,1,1,1,1,3,30.97,0.0,-90.23,0.45,321,1.85
3,2024-12,IMPULSIVE_SPENDER,2451.07,3528.7,18,136.17,309.24,89.05,0.3392,0.1629,0.2692,0.0936,0.135,0.336,229.45,1,165.46,4,131.41,7,124.46,5,17.58,1,Stressed,1.0852,1.0424,0.8614,0.8985,0.8642,1,1,1,0,0,0,3,30.97,0.0,-90.23,0.45,321,1.85
3,2025-01,IMPULSIVE_SPENDER,2275.95,3528.7,16,142.25,406.54,121.43,0.3337,0.0,0.3631,0.1412,0.1619,0.1451,118.53,3,0.0,0,145.69,9,156.38,3,140.04,1,Stressed,0.9915,0.0,1.0789,1.2584,0.9622,1,0,0,1,1,0,3,30.97,0.0,-90.23,0.45,321,1.85
4,2024-08,IMPULSIVE_SPENDER,269.35,887.56,56,4.81,27.54,5.73,0.3529,0.1413,0.2624,0.0969,0.1464,0.167,6.24,5,7.96,8,3.65,26,4.14,12,5.95,5,Stressed,1.19,0.9532,0.8848,0.9805,0.9872,1,1,0,0,0,0,1,30.0,0.0,2.08,0.0,554,1.03
4,2024-09,IMPULSIVE_SPENDER,311.84,887.56,38,8.21,74.35,13.28,0.3109,0.1454,0.3182,0.1039,0.1216,0.5607,3.56,5,24.53,5,8.18,11,4.67,12,5.07,5,Sad,1.2137,1.135,1.2424,1.2167,0.9494,1,1,1,1,1,0,1,30.0,0.0,2.08,0.0,554,1.03
4,2024-10,IMPULSIVE_SPENDER,298.76,887.56,51,5.86,50.56,7.79,0.2921,0.1622,0.3351,0.0885,0.1221,0.9755,4.92,8,5.02,4,7.1,20,4.82,13,5.78,6,Stressed,1.0926,1.2131,1.2534,0.9925,0.9134,1,1,1,1,0,0,1,30.0,0.0,2.08,0.0,554,1.03
4,2024-11,IMPULSIVE_SPENDER,298.16,887.56,55,5.42,30.65,7.02,0.2792,0.1635,0.3351,0.0762,0.1461,0.2654,1.92,11,2.22,6,9.07,21,4.44,12,3.99,5,Stressed,1.0422,1.2203,1.2506,0.8532,1.0904,1,1,1,1,0,1,1,30.0,0.0,2.08,0.0,554,1.03
4,2024-12,IMPULSIVE_SPENDER,266.65,887.56,43,6.2,24.11,5.79,0.2846,0.1354,0.3028,0.1272,0.15,0.5253,3.6,3,2.99,6,7.19,19,6.36,11,7.85,4,Stressed,0.9499,0.9039,1.0106,1.2741,1.0018,1,0,0,1,1,1,1,30.0,0.0,2.08,0.0,554,1.03
4,2025-01,IMPULSIVE_SPENDER,311.11,887.56,56,5.56,48.2,8.54,0.2995,0.1301,0.3313,0.1099,0.1291,0.1262,2.81,10,4.66,7,5.38,25,3.95,10,19.08,4,Stressed,1.1666,1.0138,1.2902,1.2843,1.0058,1,1,1,1,1,1,1,30.0,0.0,2.08,0.0,554,1.03
5,2024-08,IMPULSIVE_SPENDER,6172.62,7719.86,24,257.19,1059.76,273.58,0.3028,0.1503,0.2663,0.1152,0.1654,0.531,41.76,1,233.8,4,311.49,13,186.66,5,213.0,1,Stressed,0.9854,0.9782,0.8666,1.1243,1.0762,1,0,0,0,1,1,3,32.97,0.0,12.47,0.7,522,3.04
5,2024-09,IMPULSIVE_SPENDER,6454.87,7719.86,29,222.58,829.54,219.76,0.2866,0.185,0.2815,0.0897,0.1573,0.6879,461.98,4,166.07,6,176.37,12,284.8,4,118.31,3,Stressed,0.9754,1.2587,0.9578,0.9152,1.0703,1,0,1,0,0,1,3,32.97,0.0,12.47,0.7,522,3.04
5,2024-10,IMPULSIVE_SPENDER,6896.77,7719.86,26,265.26,1819.03,351.34,0.2638,0.1585,0.3281,0.0877,0.162,0.1602,89.83,2,919.45,2,202.65,14,245.59,7,322.01,1,Stressed,0.9589,1.1525,1.1927,0.9569,1.1777,1,0,1,1,0,1,3,32.97,0.0,12.47,0.7,522,3.04
5,2024-11,IMPULSIVE_SPENDER,7024.43,7719.86,30,234.15,789.06,265.47,0.3064,0.1533,0.2947,0.0802,0.1655,0.1489,295.92,6,694.0,1,174.38,13,194.83,6,279.75,4,Stressed,1.1345,1.1351,1.0911,0.8906,1.2259,1,1,1,1,0,1,3,32.97,0.0,12.47,0.7,522,3.04
5,2024-12,IMPULSIVE_SPENDER,6255.63,7719.86,38,164.62,796.17,164.96,0.2832,0.1317,0.3384,0.1167,0.13,0.4309,251.63,3,159.45,4,138.1,20,222.51,7,135.83,4,Stressed,0.9339,0.8683,1.1159,1.1549,0.8575,1,0,0,1,1,0,3,32.97,0.0,12.47,0.7,522,3.04
5,2025-01,IMPULSIVE_SPENDER,6353.93,7719.86,29,219.1,786.48,244.09,0.2842,0.1702,0.2772,0.1155,0.1529,0.356,377.2,5,65.09,4,252.0,12,187.09,6,30.52,2,Stressed,0.9519,1.1403,0.9285,1.1609,1.024,1,0,1,0,1,1,3,32.97,0.0,12.47,0.7,522,3.04
6,2024-08,IMPULSIVE_SPENDER,2734.52,3945.58,49,55.81,237.76,54.02,0.2715,0.1494,0.2682,0.1256,0.1853,0.2776,50.98,14,70.3,7,59.27,15,24.9,8,88.11,5,Stressed,0.9119,1.0035,0.9011,1.2661,1.2448,1,0,1,0,1,1,1,9.99,0.0,5.38,3.5,456,5.49
6,2024-09,IMPULSIVE_SPENDER,3010.3,3945.58,41,73.42,437.98,93.32,0.3102,0.1647,0.2974,0.0981,0.1297,0.6542,84.27,9,35.6,6,69.72,14,100.45,8,64.66,4,Stressed,1.147,1.2177,1.0998,1.0883,0.9589,1,1,1,1,1,0,1,9.99,0.0,5.38,3.5,456,5.49
6,2024-10,IMPULSIVE_SPENDER,3137.39,3945.58,46,68.2,542.5,111.33,0.3253,0.1628,0.2945,0.0867,0.1307,0.1203,40.87,5,53.4,7,71.11,24,126.74,6,23.05,4,Stressed,1.2538,1.2552,1.1349,1.0026,1.0072,1,1,1,1,1,1,1,9.99,0.0,5.38,3.5,456,5.49
6,2024-11,IMPULSIVE_SPENDER,3177.09,3945.58,53,59.95,303.2,67.15,0.3212,0.16,0.3077,0.0973,0.1137,0.1419,50.62,13,39.0,8,65.65,19,99.36,7,44.02,6,Stressed,1.2537,1.2492,1.201,1.1389,0.8879,1,1,1,1,1,0,1,9.99,0.0,5.38,3.5,456,5.49
6,2024-12,IMPULSIVE_SPENDER,2884.0,3945.58,48,60.08,301.46,72.94,0.3541,0.1585,0.2411,0.0843,0.1621,0.2326,45.13,5,77.68,6,52.31,18,74.0,14,42.95,5,Neutral,1.2543,1.1229,0.8541,0.8956,1.1486,1,1,1,0,0,1,1,9.99,0.0,5.38,3.5,456,5.49
6,2025-01,IMPULSIVE_SPENDER,2840.04,3945.58,46,61.74,414.05,77.88,0.2644,0.1572,0.3329,0.1092,0.1363,0.4348,51.55,7,71.12,9,58.43,19,76.78,9,18.93,2,Stressed,0.9224,1.097,1.1613,1.1434,0.9509,1,0,1,1,1,0,1,9.99,0.0,5.38,3.5,456,5.49
7,2024-08,IMPULSIVE_SPENDER,5462.57,6319.96,30,182.09,1258.62,275.84,0.263,0.137,0.326,0.1047,0.1694,0.5851,436.19,4,44.09,2,208.29,15,46.86,7,88.58,2,Stressed,0.9568,0.9964,1.1859,1.1423,1.2322,1,0,0,1,1,1,3,31.97,0.0,144.28,0.0,350,5.26
7,2024-09,IMPULSIVE_SPENDER,5060.96,6319.96,36,140.58,715.63,167.02,0.3281,0.1324,0.3013,0.0959,0.1424,0.1728,387.47,3,346.81,1,141.36,18,51.3,9,109.12,5,Stressed,1.1057,0.8921,1.0155,0.9694,0.9598,1,1,0,1,0,0,3,31.97,0.0,144.28,0.0,350,5.26
7,2024-10,IMPULSIVE_SPENDER,5596.98,6319.96,31,180.55,775.03,182.19,0.2755,0.1679,0.3042,0.108,0.1444,0.442,397.43,3,111.08,6,158.39,10,227.04,8,84.5,4,Neutral,1.0269,1.2514,1.134,1.2077,1.0762,1,1,1,1,1,1,3,31.97,0.0,144.28,0.0,350,5.26
7,2024-11,IMPULSIVE_SPENDER,5213.07,6319.96,46,113.33,483.82,110.24,0.3087,0.1351,0.3385,0.0937,0.124,0.502,78.39,6,109.27,8,116.97,17,118.33,10,139.33,5,Stressed,1.0716,0.9379,1.1751,0.9763,0.861,1,1,0,1,0,0,3,31.97,0.0,144.28,0.0,350,5.26
7,2024-12,IMPULSIVE_SPENDER,5668.12,6319.96,31,182.84,1456.01,308.99,0.2463,0.1687,0.3389,0.1114,0.1347,0.1499,142.64,4,184.09,5,152.48,18,421.12,3,169.23,1,Stressed,0.9297,1.2732,1.2793,1.2617,1.017,1,0,1,1,1,1,3,31.97,0.0,144.28,0.0,350,5.26
7,2025-01,IMPULSIVE_SPENDER,6185.05,6319.96,36,171.81,627.09,179.17,0.3078,0.1266,0.312,0.1039,0.1498,0.1952,210.29,4,192.14,7,96.32,10,158.15,12,379.3,3,Neutral,1.2677,1.0427,1.285,1.2836,1.2339,1,1,1,1,1,1,3,31.97,0.0,144.28,0.0,350,5.26
8,2024-08,IMPULSIVE_SPENDER,851.3,1880.8,27,31.53,150.32,37.94,0.2931,0.1766,0.2843,0.0884,0.1576,0.7996,42.83,5,21.34,3,40.08,10,23.59,5,13.61,4,Stressed,1.0233,1.233,0.9926,0.9264,1.1006,1,1,1,0,0,1,1,9.99,0.0,-23.9,2.56,409,9.7
8,2024-09,IMPULSIVE_SPENDER,885.94,1880.8,20,44.3,197.93,52.44,0.3201,0.1523,0.246,0.1034,0.1783,0.5688,68.25,2,18.89,5,43.03,7,83.95,4,8.98,2,Neutral,1.1632,1.1065,0.8937,1.1269,1.2956,1,1,1,0,1,1,1,9.99,0.0,-23.9,2.56,409,9.7
8,2024-10,IMPULSIVE_SPENDER,941.15,1880.8,19,49.53,212.34,61.38,0.2806,0.1612,0.3066,0.1005,0.151,0.0663,26.9,4,13.93,2,70.0,7,50.91,4,56.02,2,Stressed,1.0833,1.2449,1.1834,1.1637,1.1661,1,1,1,1,1,1,1,9.99,0.0,-23.9,2.56,409,9.7
8,2024-11,IMPULSIVE_SPENDER,938.46,1880.8,25,37.54,122.05,36.68,0.2552,0.1577,0.3155,0.1074,0.1642,0.3525,29.8,5,68.27,3,27.21,13,57.74,4,0.0,0,Stressed,0.9821,1.2142,1.2145,1.2402,1.2637,1,0,1,1,1,1,1,9.99,0.0,-23.9,2.56,409,9.7
8,2024-12,IMPULSIVE_SPENDER,792.1,1880.8,25,31.68,112.36,36.05,0.3311,0.0,0.3722,0.1172,0.1795,0.65,32.36,5,12.29,1,30.95,9,11.02,3,43.76,7,Excited,1.0757,0.0,1.2092,1.1425,1.166,1,1,0,1,1,1,1,9.99,0.0,-23.9,2.56,409,9.7
8,2025-01,IMPULSIVE_SPENDER,740.82,1880.8,16,46.3,153.33,46.14,0.4116,0.0,0.3298,0.1118,0.1468,0.3788,55.8,4,9.24,3,61.6,4,50.26,2,47.67,3,Stressed,1.2505,0.0,1.0021,1.0191,0.8923,1,1,0,1,1,0,1,9.99,0.0,-23.9,2.56,409,9.7
9,2024-08,IMPULSIVE_SPENDER,2817.98,3919.27,38,74.16,392.93,87.43,0.2567,0.157,0.3243,0.0967,0.1653,0.3416,97.12,10,50.67,6,70.79,13,77.54,7,39.85,2,Happy,0.8662,1.0595,1.0942,0.9789,1.1159,1,0,1,1,0,1,1,9.99,0.0,16.07,0.0,350,6.2
9,2024-09,IMPULSIVE_SPENDER,2784.12,3919.27,43,64.75,457.42,96.14,0.26,0.183,0.3036,0.0907,0.1627,0.6578,48.04,9,42.22,5,86.46,12,75.03,13,31.96,4,Stressed,0.8668,1.2201,1.0121,0.9072,1.085,1,0,1,1,0,1,1,9.99,0.0,16.07,0.0,350,6.2
9,2024-10,IMPULSIVE_SPENDER,2702.72,3919.27,43,62.85,418.56,102.12,0.2926,0.1746,0.2745,0.0899,0.1683,0.1046,171.54,4,29.69,9,57.85,16,28.83,9,112.86,5,Stressed,0.9471,1.1303,0.8884,0.8733,1.0893,1,0,1,0,0,1,1,9.99,0.0,16.07,0.0,350,6.2
9,2024-11,IMPULSIVE_SPENDER,3234.18,3919.27,30,107.81,523.71,105.09,0.2935,0.1519,0.3329,0.0932,0.1285,0.9605,205.51,4,121.91,3,95.06,13,92.38,6,64.11,4,Stressed,1.1368,1.1767,1.2891,1.0823,0.9953,1,1,1,1,1,0,1,9.99,0.0,16.07,0.0,350,6.2
9,2024-12,IMPULSIVE_SPENDER,2763.95,3919.27,43,64.28,653.7,105.89,0.2936,0.1583,0.2675,0.0868,0.1938,0.1734,59.61,4,259.97,3,57.36,23,40.92,8,19.81,5,Stressed,0.9719,1.0475,0.8853,0.8614,1.2832,1,0,1,0,0,1,1,9.99,0.0,16.07,0.0,350,6.2
9,2025-01,IMPULSIVE_SPENDER,2836.25,3919.27,48,59.09,485.91,104.36,0.3425,0.1522,0.2732,0.0903,0.1417,0.2337,72.6,6,29.24,8,63.04,22,85.62,8,23.7,4,Stressed,1.1632,1.034,0.928,0.9204,0.9626,1,1,1,0,0,0,1,9.99,0.0,16.07,0.0,350,6.2
10,2024-08,IMPULSIVE_SPENDER,6115.1,6849.13,40,152.88,692.57,169.84,0.3134,0.1534,0.261,0.1141,0.1581,0.2963,120.12,5,172.16,6,138.13,14,148.42,6,184.14,9,Stressed,1.1716,1.1471,0.976,1.2797,1.1821,1,1,1,0,1,1,1,8.99,0.0,-37.17,0.0,304,7.52
10,2024-09,IMPULSIVE_SPENDER,5787.56,6849.13,40,144.69,1184.19,225.17,0.318,0.1468,0.2717,0.0952,0.1683,0.4467,184.91,5,77.0,3,188.12,16,77.76,10,140.76,6,Stressed,1.1253,1.0388,0.9615,1.0102,1.191,1,1,1,0,1,1,1,8.99,0.0,-37.17,0.0,304,7.52
10,2024-10,IMPULSIVE_SPENDER,5235.52,6849.13,36,145.43,1131.17,205.06,0.2819,0.136,0.2713,0.1286,0.1822,0.1668,161.64,3,115.58,5,188.66,19,79.18,6,37.67,3,Stressed,0.9022,0.8707,0.8683,1.235,1.1667,1,0,0,0,1,1,1,8.99,0.0,-37.17,0.0,304,7.52
10,2024-11,IMPULSIVE_SPENDER,5437.87,6849.13,31,175.42,594.5,151.71,0.2689,0.1611,0.3198,0.093,0.1572,0.3305,288.91,7,222.68,5,118.01,13,177.88,3,78.1,3,Happy,0.894,1.0712,1.0631,0.9279,1.0452,1,0,1,1,0,1,1,8.99,0.0,-37.17,0.0,304,7.52
10,2024-12,IMPULSIVE_SPENDER,5676.91,6849.13,44,129.02,788.97,169.48,0.3248,0.1636,0.2508,0.0978,0.163,0.1444,217.32,6,47.05,9,128.09,14,128.64,10,173.97,5,Stressed,1.1271,1.1358,0.8704,1.0186,1.1316,1,1,1,0,1,1,1,8.99,0.0,-37.17,0.0,304,7.52
10,2025-01,IMPULSIVE_SPENDER,5880.81,6849.13,59,99.67,706.99,137.56,0.3436,0.1594,0.2568,0.0817,0.1584,0.3722,53.39,5,53.29,6,95.87,30,55.87,7,184.28,11,Stressed,1.2354,1.1464,0.9233,0.8818,1.1391,1,1,1,0,0,1,1,8.99,0.0,-37.17,0.0,304,7.52
11,2024-08,CAUTIOUS_SAVER,2692.73,5625.4,38,70.86,266.35,62.68,0.3491,0.1159,0.1489,0.1814,0.2047,0.4747,52.49,10,34.42,3,0.0,0,82.99,20,80.95,5,Neutral,0.5464,0.635,0.5438,0.4971,0.5608,0,0,0,0,0,0,1,30.0,0.0,1.8,0.0,686,6.9
11,2024-09,CAUTIOUS_SAVER,2845.93,5625.4,40,71.15,462.78,97.94,0.3242,0.1097,0.1286,0.2211,0.2163,0.2662,49.23,7,136.87,7,0.0,0,46.06,22,132.45,4,Neutral,0.5364,0.6354,0.4965,0.6403,0.6263,0,0,0,0,0,0,1,30.0,0.0,1.8,0.0,686,6.9
11,2024-10,CAUTIOUS_SAVER,2202.45,5625.4,37,59.53,193.99,49.03,0.3259,0.0949,0.1354,0.189,0.2547,0.2642,53.13,11,82.18,4,0.0,0,56.58,19,71.41,3,Neutral,0.4173,0.4252,0.4045,0.4236,0.5708,0,0,0,0,0,0,1,30.0,0.0,1.8,0.0,686,6.9
11,2024-11,CAUTIOUS_SAVER,2480.47,5625.4,38,65.28,334.69,83.33,0.3327,0.1211,0.1206,0.2392,0.1864,0.6284,15.59,3,73.86,5,334.69,1,63.11,25,38.01,4,Neutral,0.4797,0.6112,0.4058,0.6036,0.4705,0,0,0,0,0,0,1,30.0,0.0,1.8,0.0,686,6.9
11,2024-12,CAUTIOUS_SAVER,2882.47,5625.4,49,58.83,220.1,50.16,0.3426,0.095,0.1584,0.1991,0.2049,0.3313,73.5,9,84.87,9,0.0,0,47.02,24,46.96,7,Neutral,0.5742,0.5572,0.6194,0.5838,0.6009,0,0,0,0,0,0,1,30.0,0.0,1.8,0.0,686,6.9
11,2025-01,CAUTIOUS_SAVER,2627.81,5625.4,40,65.7,340.16,64.57,0.2909,0.1099,0.1688,0.2422,0.1882,0.2033,42.95,12,40.21,3,125.32,2,72.76,21,106.61,2,Neutral,0.4444,0.5876,0.6017,0.6476,0.5032,0,0,0,0,0,0,1,30.0,0.0,1.8,0.0,686,6.9
12,2024-08,CAUTIOUS_SAVER,2109.6,4520.75,26,81.14,430.46,119.3,0.3612,0.0843,0.1648,0.2135,0.1762,0.5167,27.62,7,156.18,3,70.87,2,103.73,11,55.0,3,Neutral,0.5941,0.4852,0.6327,0.6146,0.5073,0,0,0,0,0,0,1,9.99,0.0,-23.48,0.98,661,6.86
12,2024-09,CAUTIOUS_SAVER,2085.04,4520.75,38,54.87,340.67,60.35,0.3621,0.0748,0.1649,0.185,0.2132,0.4441,47.93,9,3.58,3,71.69,1,71.36,20,28.8,5,Neutral,0.5886,0.4258,0.6257,0.5263,0.6066,0,0,0,0,0,0,1,9.99,0.0,-23.48,0.98,661,6.86
12,2024-10,CAUTIOUS_SAVER,1972.52,4520.75,20,98.63,759.75,164.81,0.4056,0.0924,0.1122,0.2327,0.1571,0.5787,70.03,2,268.79,3,108.33,4,53.89,11,0.0,0,Sad,0.6239,0.4973,0.4027,0.6263,0.4228,0,0,0,0,0,0,1,9.99,0.0,-23.48,0.98,661,6.86
12,2024-11,CAUTIOUS_SAVER,2134.06,4520.75,31,68.84,467.33,93.25,0.3831,0.1095,0.1399,0.1916,0.1759,1.0303,32.07,7,178.25,3,30.73,2,78.88,14,41.8,5,Neutral,0.6375,0.6377,0.5433,0.558,0.5121,0,0,0,0,0,0,1,9.99,0.0,-23.48,0.98,661,6.86
12,2024-12,CAUTIOUS_SAVER,2025.83,4520.75,46,44.04,199.79,46.3,0.3052,0.1028,0.1596,0.2163,0.2161,0.6693,40.88,12,18.7,4,0.0,0,49.14,25,46.39,5,Neutral,0.4822,0.5681,0.5883,0.5979,0.5974,0,0,0,0,0,0,1,9.99,0.0,-23.48,0.98,661,6.86
12,2025-01,CAUTIOUS_SAVER,1948.49,4520.75,35,55.67,306.7,59.02,0.3446,0.0779,0.1516,0.192,0.2339,0.3077,62.49,9,45.45,3,100.06,4,48.33,17,13.9,2,Neutral,0.5236,0.4144,0.5374,0.5104,0.6219,0,0,0,0,0,0,1,9.99,0.0,-23.48,0.98,661,6.86
13,2024-08,CAUTIOUS_SAVER,1875.51,5253.28,24,78.15,589.08,119.5,0.3141,0.0911,0.1851,0.2319,0.1778,0.2838,89.51,3,35.57,5,0.0,0,93.17,12,77.78,4,Neutral,0.4293,0.4357,0.5904,0.5546,0.4253,0,0,0,0,0,0,1,10.99,0.0,-87.9,0.0,785,5.11
13,2024-09,CAUTIOUS_SAVER,2091.17,5253.28,17,123.01,707.36,184.71,0.3775,0.0784,0.1703,0.2162,0.1576,0.8126,44.14,5,51.16,3,0.0,0,212.32,8,18.43,1,Neutral,0.5752,0.4182,0.6055,0.5766,0.4203,0,0,0,0,0,0,1,10.99,0.0,-87.9,0.0,785,5.11
13,2024-10,CAUTIOUS_SAVER,2343.05,5253.28,19,123.32,582.44,133.61,0.3787,0.0826,0.1237,0.2019,0.2131,1.5489,97.67,5,1.15,1,0.0,0,151.7,11,92.42,2,Neutral,0.6467,0.4936,0.4926,0.6032,0.6368,0,0,0,0,0,0,1,10.99,0.0,-87.9,0.0,785,5.11
13,2024-11,CAUTIOUS_SAVER,2137.81,5253.28,21,101.8,639.49,149.39,0.3777,0.0906,0.1158,0.218,0.1979,0.1141,59.5,5,28.82,2,33.84,1,141.97,11,93.57,2,Neutral,0.5883,0.4941,0.4209,0.5943,0.5396,0,0,0,0,0,0,1,10.99,0.0,-87.9,0.0,785,5.11
13,2024-12,CAUTIOUS_SAVER,2056.74,5253.28,24,85.7,325.98,78.35,0.4181,0.0816,0.1496,0.1536,0.1972,0.4704,169.1,6,57.12,3,0.0,0,56.91,11,61.19,4,Happy,0.6266,0.4278,0.5232,0.4029,0.5172,0,0,0,0,0,0,1,10.99,0.0,-87.9,0.0,785,5.11
13,2025-01,CAUTIOUS_SAVER,1321.9,5253.28,25,52.88,165.29,48.51,0.0,0.1275,0.191,0.3336,0.3479,0.4881,63.35,5,43.69,1,83.81,2,40.4,15,93.94,2,Neutral,0.0,0.4297,0.4294,0.5623,0.5865,0,0,0,0,0,0,1,10.99,0.0,-87.9,0.0,785,5.11
