user_id,date,description,amount,category,mood,persona
1,2024-08-24,Surface expect several evening town.,468.99,Leisure,Excited,IMPULSIVE_SPENDER
1,2024-08-24,Focus chance.,159.73,Food,Neutral,IMPULSIVE_SPENDER
1,2024-08-25,Draw police.,1327.63,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-08-26,Player really act friend.,12244.26,Travel,Neutral,IMPULSIVE_SPENDER
1,2024-08-27,Training occur could painting.,870.86,Travel,Sad,IMPULSIVE_SPENDER
1,2024-08-28,Medical nearly.,1193.33,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-08-28,Find job where.,299.78,Education,Excited,IMPULSIVE_SPENDER
1,2024-08-28,On professional analysis color.,3726.6,Other,Happy,IMPULSIVE_SPENDER
1,2024-08-28,A value lot.,2354.65,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-08-29,Do interesting material.,4596.7,Travel,Neutral,IMPULSIVE_SPENDER
1,2024-08-29,Bed recognize store.,350.07,Education,Stressed,IMPULSIVE_SPENDER
1,2024-08-29,Begin deep police wife.,2500.52,Travel,Stressed,IMPULSIVE_SPENDER
1,2024-08-30,Carry fly water cut fire.,84.13,Education,Neutral,IMPULSIVE_SPENDER
1,2024-09-01,Which raise american truth.,6691.02,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-09-01,Control piece behavior message wind.,961.35,Other,Sad,IMPULSIVE_SPENDER
1,2024-09-02,Different international sell several.,4873.9,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-09-03,Theory tend.,3401.31,Other,Excited,IMPULSIVE_SPENDER
1,2024-09-03,Cell year.,4031.6,Other,Sad,IMPULSIVE_SPENDER
1,2024-09-03,Carry fly water cut fire.,59.38,Education,Neutral,IMPULSIVE_SPENDER
1,2024-09-04,Development the inside thought.,1554.7,Education,Happy,IMPULSIVE_SPENDER
1,2024-09-05,Task improve fish.,3295.9,Leisure,Sad,IMPULSIVE_SPENDER
1,2024-09-05,Improve them wait.,3447.87,Travel,Stressed,IMPULSIVE_SPENDER
1,2024-09-05,Car risk.,1650.36,Food,Happy,IMPULSIVE_SPENDER
1,2024-09-07,Art green child movie blue.,2103.92,Other,Stressed,IMPULSIVE_SPENDER
1,2024-09-07,Boy generation.,8637.46,Food,Excited,IMPULSIVE_SPENDER
1,2024-09-07,Across involve fall.,4477.59,Travel,Neutral,IMPULSIVE_SPENDER
1,2024-09-09,Store natural today season.,165.24,Other,Excited,IMPULSIVE_SPENDER
1,2024-09-09,Four field area young.,2171.11,Education,Excited,IMPULSIVE_SPENDER
1,2024-09-09,Cut yard knowledge.,573.94,Travel,Neutral,IMPULSIVE_SPENDER
1,2024-09-10,Land region back nor article.,1170.26,Other,Stressed,IMPULSIVE_SPENDER
1,2024-09-10,Across nothing.,7821.26,Food,Stressed,IMPULSIVE_SPENDER
1,2024-09-10,Run again help right.,1236.57,Other,Happy,IMPULSIVE_SPENDER
1,2024-09-11,Future treat bill choice.,567.05,Other,Happy,IMPULSIVE_SPENDER
1,2024-09-11,Sort knowledge analysis together court.,973.21,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-09-12,Mind door authority outside.,1212.27,Travel,Stressed,IMPULSIVE_SPENDER
1,2024-09-13,Cell city not not the.,287.53,Other,Stressed,IMPULSIVE_SPENDER
1,2024-09-14,Its develop until watch.,1117.64,Food,Neutral,IMPULSIVE_SPENDER
1,2024-09-15,Finish thing.,1795.94,Other,Stressed,IMPULSIVE_SPENDER
1,2024-09-15,Play move each left establish.,2363.28,Education,Excited,IMPULSIVE_SPENDER
1,2024-09-17,Amount bad raise.,4219.74,Other,Neutral,IMPULSIVE_SPENDER
1,2024-09-18,Their off.,1135.41,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-09-22,Letter mind many.,2083.42,Other,Neutral,IMPULSIVE_SPENDER
1,2024-09-23,Scientist will begin.,1495.18,Other,Excited,IMPULSIVE_SPENDER
1,2024-09-23,Quality throughout.,1742.01,Other,Excited,IMPULSIVE_SPENDER
1,2024-09-23,Be fire.,136.56,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-09-24,There institution actually.,6049.2,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-09-24,Be plan same cause.,3805.22,Other,Excited,IMPULSIVE_SPENDER
1,2024-09-25,Human public health.,516.26,Education,Excited,IMPULSIVE_SPENDER
1,2024-09-26,Choice prepare.,1081.6,Other,Stressed,IMPULSIVE_SPENDER
1,2024-09-26,Some quickly truth view response.,1670.58,Leisure,Sad,IMPULSIVE_SPENDER
1,2024-09-26,Turn put professional.,1658.53,Other,Neutral,IMPULSIVE_SPENDER
1,2024-09-26,Form newspaper.,430.31,Other,Happy,IMPULSIVE_SPENDER
1,2024-09-27,Newspaper indicate other.,3412.79,Travel,Stressed,IMPULSIVE_SPENDER
1,2024-09-27,Child group describe.,2797.38,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-09-28,Boy other foot best.,1719.77,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-09-28,On someone rise read.,2330.89,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-09-29,Fight nice less agree able.,3412.58,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-09-30,Community spring billion price paper.,2181.84,Other,Excited,IMPULSIVE_SPENDER
1,2024-09-30,Give white everybody paper create.,2412.91,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-09-30,Southern front.,3377.77,Travel,Stressed,IMPULSIVE_SPENDER
1,2024-09-30,True help.,76.89,Other,Happy,IMPULSIVE_SPENDER
1,2024-09-30,Store bit responsibility brother.,840.06,Other,Stressed,IMPULSIVE_SPENDER
1,2024-10-01,Local director become.,3924.17,Other,Stressed,IMPULSIVE_SPENDER
1,2024-10-02,Management sense technology check civil.,527.07,Leisure,Excited,IMPULSIVE_SPENDER
1,2024-10-02,Detail far church some.,1526.1,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-10-02,Newspaper indicate other.,2299.17,Travel,Sad,IMPULSIVE_SPENDER
1,2024-10-03,During call north attention.,1296.8,Other,Neutral,IMPULSIVE_SPENDER
1,2024-10-03,Training account evidence month.,3211.51,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-10-06,Remain seven marriage.,973.21,Food,Stressed,IMPULSIVE_SPENDER
1,2024-10-07,On must certainly.,7540.09,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-10-07,Whatever late specific.,4386.55,Other,Stressed,IMPULSIVE_SPENDER
1,2024-10-07,Market specific property coach.,298.32,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-10-07,Indeed believe interview professor.,6355.54,Travel,Happy,IMPULSIVE_SPENDER
1,2024-10-10,Doctor population grow bar.,59.74,Food,Neutral,IMPULSIVE_SPENDER
1,2024-10-10,So draw food company.,1251.72,Travel,Excited,IMPULSIVE_SPENDER
1,2024-10-11,Statement available win politics.,1598.89,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-10-11,Finish without.,89.37,Other,Stressed,IMPULSIVE_SPENDER
1,2024-10-12,Instead writer.,503.29,Education,Stressed,IMPULSIVE_SPENDER
1,2024-10-14,Exist theory.,3516.66,Other,Stressed,IMPULSIVE_SPENDER
1,2024-10-15,Give that individual of not.,1463.09,Education,Stressed,IMPULSIVE_SPENDER
1,2024-10-15,List already positive experience television.,2298.01,Leisure,Sad,IMPULSIVE_SPENDER
1,2024-10-15,Recent couple cost girl run.,1426.48,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-10-16,Left available.,865.44,Education,Happy,IMPULSIVE_SPENDER
1,2024-10-16,House clear say hope.,2307.55,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-10-16,Upon very act perform.,4898.6,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-10-17,All important shoulder she.,1846.33,Other,Neutral,IMPULSIVE_SPENDER
1,2024-10-18,Leg rest interest.,5541.89,Other,Neutral,IMPULSIVE_SPENDER
1,2024-10-19,Real know our any.,2162.07,Other,Sad,IMPULSIVE_SPENDER
1,2024-10-20,Walk now often.,3488.56,Other,Neutral,IMPULSIVE_SPENDER
1,2024-10-20,Check purpose young.,7963.47,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-10-20,Ready goal amount.,2107.47,Other,Neutral,IMPULSIVE_SPENDER
1,2024-10-20,Value car team nothing.,2120.33,Education,Happy,IMPULSIVE_SPENDER
1,2024-10-20,Than physical live reason.,2882.45,Other,Stressed,IMPULSIVE_SPENDER
1,2024-10-20,Theory tend.,2028.31,Other,Excited,IMPULSIVE_SPENDER
1,2024-10-22,Right know during someone.,771.29,Travel,Neutral,IMPULSIVE_SPENDER
1,2024-10-24,Key place tree.,1309.02,Other,Sad,IMPULSIVE_SPENDER
1,2024-10-24,Newspaper indicate other.,1458.26,Travel,Excited,IMPULSIVE_SPENDER
1,2024-10-25,Book toward.,6515.87,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-10-26,Majority none little admit former.,8135.92,Leisure,Sad,IMPULSIVE_SPENDER
1,2024-10-27,Risk develop movement size.,1702.8,Other,Neutral,IMPULSIVE_SPENDER
1,2024-10-27,Win central.,952.91,Other,Neutral,IMPULSIVE_SPENDER
1,2024-10-28,Network fact talk.,80.31,Leisure,Excited,IMPULSIVE_SPENDER
1,2024-10-30,Why though decide bank likely.,227.26,Other,Sad,IMPULSIVE_SPENDER
1,2024-11-01,Picture early send morning.,2268.98,Other,Sad,IMPULSIVE_SPENDER
1,2024-11-01,Money a.,1081.94,Other,Stressed,IMPULSIVE_SPENDER
1,2024-11-03,Compare system white magazine after.,1738.98,Travel,Happy,IMPULSIVE_SPENDER
1,2024-11-03,General agency bit.,2496.63,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-11-05,Pattern ahead compare form full.,2401.11,Other,Happy,IMPULSIVE_SPENDER
1,2024-11-06,Raise hope enjoy most.,13531.09,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-11-06,Bad argue side girl.,3521.4,Food,Sad,IMPULSIVE_SPENDER
1,2024-11-06,Face his.,9769.09,Leisure,Sad,IMPULSIVE_SPENDER
1,2024-11-06,Specific whose.,613.37,Other,Stressed,IMPULSIVE_SPENDER
1,2024-11-07,Positive participant fear blue as.,51.32,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-11-08,Society common stay ready.,2303.9,Leisure,Excited,IMPULSIVE_SPENDER
1,2024-11-10,Some quickly truth view response.,4262.26,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-11-11,Among black picture that treat.,1433.65,Education,Stressed,IMPULSIVE_SPENDER
1,2024-11-11,Color store over some.,345.99,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-11-12,Country remember smile.,1906.55,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-11-12,Exist theory.,2909.07,Other,Stressed,IMPULSIVE_SPENDER
1,2024-11-13,Baby lawyer growth matter note.,2807.13,Leisure,Sad,IMPULSIVE_SPENDER
1,2024-11-13,After sister should across treatment.,639.35,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-11-14,Red head window be.,5701.73,Education,Stressed,IMPULSIVE_SPENDER
1,2024-11-16,My some skin ball thing.,607.57,Education,Excited,IMPULSIVE_SPENDER
1,2024-11-16,Leg themselves away.,2675.34,Food,Stressed,IMPULSIVE_SPENDER
1,2024-11-17,Something future they red.,3135.98,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-11-17,Pretty skin main program.,2510.2,Education,Stressed,IMPULSIVE_SPENDER
1,2024-11-17,Religious order.,3914.0,Travel,Stressed,IMPULSIVE_SPENDER
1,2024-11-17,Worker range feel.,356.84,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-11-18,Difference world deep.,2987.75,Food,Sad,IMPULSIVE_SPENDER
1,2024-11-19,Sometimes while sense window.,9161.94,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-11-21,Fish evening avoid dark.,2936.43,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-11-21,Heavy class story side speak.,4432.44,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-11-22,Language however risk work.,1702.96,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-11-22,Pretty skin main program.,3949.81,Education,Neutral,IMPULSIVE_SPENDER
1,2024-11-22,Talk interest hand.,495.06,Other,Stressed,IMPULSIVE_SPENDER
1,2024-11-24,Audience throw four allow international.,7584.36,Travel,Stressed,IMPULSIVE_SPENDER
1,2024-11-25,Four field area young.,2927.77,Education,Excited,IMPULSIVE_SPENDER
1,2024-11-25,Wife talk beat tax majority.,1710.43,Food,Neutral,IMPULSIVE_SPENDER
1,2024-11-26,Reach under.,1506.47,Other,Neutral,IMPULSIVE_SPENDER
1,2024-11-27,Along attention piece tv young.,1399.08,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-11-28,Less into per big.,791.18,Food,Sad,IMPULSIVE_SPENDER
1,2024-11-28,Movement door kind.,445.76,Travel,Sad,IMPULSIVE_SPENDER
1,2024-11-30,Pull blue strong wonder.,48.32,Food,Neutral,IMPULSIVE_SPENDER
1,2024-12-03,Military onto blue activity.,486.34,Other,Stressed,IMPULSIVE_SPENDER
1,2024-12-03,Be plan same cause.,4608.3,Other,Stressed,IMPULSIVE_SPENDER
1,2024-12-03,Worker always hold share.,129.09,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-12-03,Moment red eight hand.,1244.05,Other,Sad,IMPULSIVE_SPENDER
1,2024-12-05,Bill eight community.,229.39,Other,Happy,IMPULSIVE_SPENDER
1,2024-12-06,Case expert stop.,3054.82,Travel,Neutral,IMPULSIVE_SPENDER
1,2024-12-08,Hear certainly most not.,4206.59,Other,Happy,IMPULSIVE_SPENDER
1,2024-12-08,As high you more wife.,864.46,Education,Stressed,IMPULSIVE_SPENDER
1,2024-12-08,Society dark product make.,9.81,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-12-08,Democrat hundred.,461.4,Other,Neutral,IMPULSIVE_SPENDER
1,2024-12-09,Woman meet report.,7074.03,Food,Stressed,IMPULSIVE_SPENDER
1,2024-12-09,Material produce station visit environmental.,2754.37,Other,Stressed,IMPULSIVE_SPENDER
1,2024-12-09,Pretty skin main program.,12453.92,Education,Stressed,IMPULSIVE_SPENDER
1,2024-12-09,Nature performance yeah.,232.77,Other,Stressed,IMPULSIVE_SPENDER
1,2024-12-14,Him fight american music change.,2582.89,Leisure,Excited,IMPULSIVE_SPENDER
1,2024-12-14,Month whom stage soon.,2499.26,Travel,Stressed,IMPULSIVE_SPENDER
1,2024-12-14,Stop later reveal both.,972.55,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-12-15,Citizen street region.,367.43,Other,Stressed,IMPULSIVE_SPENDER
1,2024-12-16,Grow laugh.,1602.7,Education,Neutral,IMPULSIVE_SPENDER
1,2024-12-16,Table trade various risk art.,1413.33,Education,Stressed,IMPULSIVE_SPENDER
1,2024-12-16,Carry fly water cut fire.,17.46,Education,Stressed,IMPULSIVE_SPENDER
1,2024-12-16,Analysis color friend the.,2751.85,Education,Neutral,IMPULSIVE_SPENDER
1,2024-12-17,Into notice necessary true message.,1411.62,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-12-17,Toward child future low.,6654.75,Food,Stressed,IMPULSIVE_SPENDER
1,2024-12-18,Activity including single right.,3481.64,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-12-18,Herself police he push likely.,1787.47,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-12-19,Down occur.,2182.65,Food,Excited,IMPULSIVE_SPENDER
1,2024-12-19,Care run there leg.,10876.09,Leisure,Excited,IMPULSIVE_SPENDER
1,2024-12-19,Bed food possible represent.,313.79,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-12-20,Quickly new another general poor.,1083.1,Travel,Neutral,IMPULSIVE_SPENDER
1,2024-12-20,Dinner article hit mission whole.,1113.4,Travel,Stressed,IMPULSIVE_SPENDER
1,2024-12-21,Impact full our smile.,730.33,Leisure,Sad,IMPULSIVE_SPENDER
1,2024-12-22,Already argue.,835.57,Other,Stressed,IMPULSIVE_SPENDER
1,2024-12-22,Talk interest hand.,524.32,Other,Stressed,IMPULSIVE_SPENDER
1,2024-12-22,On someone rise read.,1302.38,Leisure,Neutral,IMPULSIVE_SPENDER
1,2024-12-22,Current hear claim well two.,3410.67,Travel,Stressed,IMPULSIVE_SPENDER
1,2024-12-24,Box organization.,2746.22,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-12-24,Brother let.,4864.11,Leisure,Stressed,IMPULSIVE_SPENDER
1,2024-12-25,Space beyond.,2906.66,Education,Happy,IMPULSIVE_SPENDER
1,2024-12-26,Player really act friend.,5215.28,Travel,Neutral,IMPULSIVE_SPENDER
1,2024-12-27,After sister should across treatment.,890.25,Leisure,Happy,IMPULSIVE_SPENDER
1,2024-12-28,North question new.,871.21,Education,Stressed,IMPULSIVE_SPENDER
1,2024-12-28,Billion morning draw.,265.93,Travel,Stressed,IMPULSIVE_SPENDER
1,2024-12-28,Health image.,2349.76,Other,Excited,IMPULSIVE_SPENDER
1,2024-12-28,Career three according worker democrat.,2204.78,Food,Stressed,IMPULSIVE_SPENDER
1,2024-12-29,Raise several west side admit.,2607.71,Other,Neutral,IMPULSIVE_SPENDER
1,2024-12-31,Price my.,4336.14,Education,Stressed,IMPULSIVE_SPENDER
1,2024-12-31,Car fast positive.,1249.64,Other,Neutral,IMPULSIVE_SPENDER
1,2025-01-01,Evidence conference capital office.,1442.2,Other,Happy,IMPULSIVE_SPENDER
1,2025-01-02,Sometimes while sense window.,2112.76,Leisure,Excited,IMPULSIVE_SPENDER
1,2025-01-04,Cut yard knowledge.,1644.27,Travel,Sad,IMPULSIVE_SPENDER
1,2025-01-06,Impact full our smile.,433.86,Leisure,Excited,IMPULSIVE_SPENDER
1,2025-01-07,History professional star wonder.,5455.07,Food,Sad,IMPULSIVE_SPENDER
1,2025-01-07,National back everybody direction budget.,484.58,Other,Neutral,IMPULSIVE_SPENDER
1,2025-01-09,Control bill.,3669.26,Other,Excited,IMPULSIVE_SPENDER
1,2025-01-09,Box service develop game.,1966.23,Other,Happy,IMPULSIVE_SPENDER
1,2025-01-10,Close month parent who up.,1224.67,Leisure,Stressed,IMPULSIVE_SPENDER
1,2025-01-10,Administration mother in admit.,768.74,Other,Stressed,IMPULSIVE_SPENDER
1,2025-01-10,Doctor mr.,248.15,Education,Neutral,IMPULSIVE_SPENDER
1,2025-01-10,Born itself law west.,2820.74,Other,Stressed,IMPULSIVE_SPENDER
1,2025-01-11,Building range national focus.,265.23,Leisure,Excited,IMPULSIVE_SPENDER
1,2025-01-12,Not friend federal forget bit.,1546.46,Other,Sad,IMPULSIVE_SPENDER
1,2025-01-12,Hold carry rest.,3557.16,Travel,Stressed,IMPULSIVE_SPENDER
1,2025-01-13,Stuff agreement professional team foot.,11871.19,Other,Stressed,IMPULSIVE_SPENDER
1,2025-01-13,Machine son television.,350.33,Travel,Stressed,IMPULSIVE_SPENDER
1,2025-01-13,Mr suggest issue.,1030.07,Food,Stressed,IMPULSIVE_SPENDER
1,2025-01-14,Myself so growth time.,2553.56,Food,Stressed,IMPULSIVE_SPENDER
1,2025-01-14,City offer financial data.,553.89,Travel,Neutral,IMPULSIVE_SPENDER
1,2025-01-15,Side mind question year finish.,1171.39,Food,Stressed,IMPULSIVE_SPENDER
1,2025-01-16,Style real far.,2863.07,Leisure,Happy,IMPULSIVE_SPENDER
1,2025-01-17,Picture early send morning.,2180.69,Other,Stressed,IMPULSIVE_SPENDER
1,2025-01-18,Herself police he push likely.,267.33,Leisure,Happy,IMPULSIVE_SPENDER
1,2025-01-18,Book economic.,88.79,Education,Stressed,IMPULSIVE_SPENDER
1,2025-01-18,Investment local above move.,4187.98,Leisure,Stressed,IMPULSIVE_SPENDER
1,2025-01-18,Huge response long.,91.42,Travel,Stressed,IMPULSIVE_SPENDER
1,2025-01-19,Community spring billion price paper.,2629.54,Other,Stressed,IMPULSIVE_SPENDER
1,2025-01-19,Risk develop movement size.,874.38,Other,Sad,IMPULSIVE_SPENDER
1,2025-01-21,Throughout would century television congress.,374.98,Education,Sad,IMPULSIVE_SPENDER
1,2025-01-24,Day fact modern.,373.49,Education,Stressed,IMPULSIVE_SPENDER
1,2025-01-24,Night various return explain.,1484.83,Leisure,Stressed,IMPULSIVE_SPENDER
1,2025-01-26,Different international sell several.,2888.19,Leisure,Stressed,IMPULSIVE_SPENDER
1,2025-01-26,Majority none little admit former.,858.4,Leisure,Neutral,IMPULSIVE_SPENDER
1,2025-01-27,Policy mrs.,250.11,Other,Happy,IMPULSIVE_SPENDER
1,2025-01-27,Hair attorney professional.,8223.7,Travel,Stressed,IMPULSIVE_SPENDER
1,2025-01-28,Before relationship plant.,534.39,Other,Excited,IMPULSIVE_SPENDER
1,2025-01-28,Be move fly open.,262.91,Other,Neutral,IMPULSIVE_SPENDER
1,2025-01-31,Source onto provide.,344.46,Other,Neutral,IMPULSIVE_SPENDER
2,2024-08-01,Tough animal someone.,1778.08,Leisure,Sad,IMPULSIVE_SPENDER
2,2024-08-01,Remain seven marriage.,1230.18,Food,Stressed,IMPULSIVE_SPENDER
2,2024-08-01,Result sound.,1157.85,Leisure,Stressed,IMPULSIVE_SPENDER
2,2024-08-02,Instead writer.,939.93,Education,Sad,IMPULSIVE_SPENDER
2,2024-08-04,Information scene again country.,1016.49,Leisure,Neutral,IMPULSIVE_SPENDER
2,2024-08-04,Face morning.,2956.46,Education,Neutral,IMPULSIVE_SPENDER
2,2024-08-06,Adult range green.,1079.11,Food,Stressed,IMPULSIVE_SPENDER
2,2024-08-06,Ahead from quickly identify.,840.45,Education,Stressed,IMPULSIVE_SPENDER
2,2024-08-07,Anyone spend them system.,805.16,Education,Stressed,IMPULSIVE_SPENDER
2,2024-08-08,Inside big minute.,204.97,Leisure,Neutral,IMPULSIVE_SPENDER
2,2024-08-08,Save network item one under.,5439.18,Leisure,Happy,IMPULSIVE_SPENDER
2,2024-08-08,Security unit executive.,230.04,Food,Neutral,IMPULSIVE_SPENDER
2,2024-08-08,Toward child future low.,917.33,Food,Sad,IMPULSIVE_SPENDER
2,2024-08-11,Picture early send morning.,2300.32,Other,Stressed,IMPULSIVE_SPENDER
2,2024-08-14,World enter.,2357.09,Other,Stressed,IMPULSIVE_SPENDER
2,2024-08-14,Citizen street region.,2311.63,Other,Sad,IMPULSIVE_SPENDER
2,2024-08-14,Mention billion bed never others.,961.2,Other,Happy,IMPULSIVE_SPENDER
2,2024-08-14,Fact reason make office.,742.92,Leisure,Neutral,IMPULSIVE_SPENDER
2,2024-08-16,Time surface learn design.,1371.79,Other,Stressed,IMPULSIVE_SPENDER
2,2024-08-17,Attention attack technology.,213.99,Other,Excited,IMPULSIVE_SPENDER
2,2024-08-18,True culture.,419.16,Education,Happy,IMPULSIVE_SPENDER
2,2024-08-19,Material less focus hear.,877.67,Travel,Neutral,IMPULSIVE_SPENDER
2,2024-08-19,World enter.,2340.75,Other,Stressed,IMPULSIVE_SPENDER
2,2024-08-20,Medical nearly.,904.87,Leisure,Neutral,IMPULSIVE_SPENDER
2,2024-08-21,Current hear claim well two.,633.81,Travel,Neutral,IMPULSIVE_SPENDER
2,2024-08-22,Owner fact wife.,626.99,Leisure,Excited,IMPULSIVE_SPENDER
2,2024-08-23,Mention billion bed never others.,1873.38,Other,Stressed,IMPULSIVE_SPENDER
2,2024-08-23,Rather type thousand show.,1455.9,Leisure,Stressed,IMPULSIVE_SPENDER
2,2024-08-24,Audience throw four allow international.,2415.77,Travel,Stressed,IMPULSIVE_SPENDER
2,2024-08-26,Short indicate police.,441.31,Other,Stressed,IMPULSIVE_SPENDER
2,2024-08-26,Industry impact certainly.,2511.28,Other,Neutral,IMPULSIVE_SPENDER
2,2024-08-26,Box service develop game.,4473.49,Other,Stressed,IMPULSIVE_SPENDER
2,2024-08-27,Same page ago director.,3619.04,Leisure,Happy,IMPULSIVE_SPENDER
2,2024-08-28,Let stay or focus.,284.41,Other,Stressed,IMPULSIVE_SPENDER
2,2024-08-30,Strategy face make.,225.52,Other,Stressed,IMPULSIVE_SPENDER
2,2024-08-30,Meet seem population.,1115.29,Education,Stressed,IMPULSIVE_SPENDER
2,2024-08-31,Authority number.,1319.99,Other,Stressed,IMPULSIVE_SPENDER
2,2024-08-31,Exist professional.,205.65,Other,Happy,IMPULSIVE_SPENDER
2,2024-08-31,Simply century the.,584.04,Leisure,Stressed,IMPULSIVE_SPENDER
2,2024-09-02,Somebody son suddenly perform.,224.01,Leisure,Excited,IMPULSIVE_SPENDER
2,2024-09-02,Specific onto go.,950.24,Food,Stressed,IMPULSIVE_SPENDER
2,2024-09-04,Evening ahead smile.,1827.25,Leisure,Stressed,IMPULSIVE_SPENDER
